names,signf_1,signf_2,signf_3,signf_4,signf_5,signf_6,signf_7
e01604,1,1,1,1,1,0,0
e01605,1,1,1,1,1,1,1
e01606,1,1,1,1,1,1,0
e01607,1,1,1,1,1,1,1
e01608,1,1,1,1,1,0,0
e01609,1,1,1,1,1,1,1
e01610,1,1,1,1,1,0,0
e01611,1,1,1,1,1,1,1
e01612,1,1,1,1,0,0,0
e01613,1,1,1,1,1,1,0
e01614,1,1,1,1,1,1,0
e01615,1,1,1,1,1,1,0
e01616,1,1,1,1,1,1,0
e01617,1,1,1,1,1,1,1
e01618,1,1,1,1,1,1,0
e01619,1,1,1,1,1,1,1
e01620,1,1,1,1,1,1,1
e01621,1,1,1,1,1,1,1
e01622,1,1,1,1,1,1,0
e01623,1,1,1,1,1,1,1
e01624,1,1,1,1,1,1,1
e01625,1,1,1,1,1,1,1
e01626,1,1,1,1,1,1,0
e01627,1,1,1,1,1,1,0
e01628,1,1,1,1,1,0,1
e01629,1,1,1,1,1,1,0
e01630,1,1,1,1,1,0,0
e01631,1,1,1,1,0,0,0
e01632,1,1,1,1,1,1,0
e01633,1,1,1,1,1,1,0
e01634,1,1,1,1,1,1,0
e01635,1,1,1,1,1,1,0
e01636,1,1,1,1,0,1,0
e01637,1,1,1,1,1,1,1
e01638,1,1,1,1,1,0,1
e01639,1,1,1,1,1,1,1
e01640,1,1,1,1,1,0,0
e01641,1,1,1,1,1,0,1
e01642,1,1,1,1,1,1,0
e01643,1,1,1,1,1,1,1
e01644,1,1,1,1,1,1,0
e01645,1,1,1,1,1,1,1
e01646,1,1,1,1,1,1,0
e01647,1,1,1,1,1,0,0
e01648,1,1,1,1,1,1,0
e01649,1,1,1,1,1,1,0
e01650,1,1,1,1,1,1,1
e01651,1,1,1,1,1,1,1
e01652,1,1,1,1,1,1,0
e01653,1,1,1,1,0,0,1
e01654,1,1,1,1,1,1,1
e01655,1,1,1,1,1,1,1
e01656,1,1,1,1,1,0,0
e01657,1,1,1,1,1,1,1
e01658,1,1,1,1,1,1,1
e01659,1,1,1,1,0,0,0
e01660,1,1,1,1,1,1,1
e01661,1,1,1,1,1,1,1
e01662,1,1,1,1,1,1,0
e01663,1,1,1,1,1,0,0
e01664,1,1,1,1,1,1,1
e01665,1,1,1,1,1,1,1
e01666,1,1,1,1,0,0,1
e01667,1,1,1,1,1,0,0
e01668,1,1,1,1,1,1,1
e01669,1,1,1,0,0,0,0
e01670,1,1,1,1,1,1,1
e01671,1,1,1,1,1,1,1
e01672,1,1,1,1,1,1,0
e01673,1,1,1,1,1,1,1
e01674,1,1,1,1,1,0,0
e01675,1,1,1,1,1,0,1
e01676,1,1,1,1,1,0,0
e01677,1,1,1,1,1,1,0
e01678,1,1,1,1,1,0,0
e01679,1,1,1,1,0,0,0
e01680,1,1,1,0,0,0,1
e01681,1,1,1,1,1,1,1
e01682,1,1,1,1,1,1,1
e01683,1,1,1,1,0,0,1
e01684,1,1,1,1,1,1,0
e01685,1,1,1,1,1,1,1
e01686,1,1,1,1,1,1,1
e01687,1,1,1,1,1,1,1
e01688,1,1,1,1,0,1,0
e01689,1,1,1,0,0,0,0
e01690,1,1,1,1,1,0,1
e01691,1,1,1,1,1,1,1
e01692,1,1,1,1,1,1,1
e01693,1,1,1,1,0,0,0
e01694,1,1,1,1,1,1,0
e01695,1,1,1,1,1,0,0
e01696,1,1,1,1,1,1,0
e01697,1,1,1,0,1,1,1
e01698,1,1,1,1,0,0,0
e01699,1,1,1,1,1,1,1
e01700,1,1,1,1,1,1,1
e01701,1,1,1,1,1,1,1
e01702,1,1,1,1,1,1,1
e01703,1,1,1,1,1,0,0
e01704,1,1,1,1,1,1,1
e01705,1,1,1,1,1,0,0
e01706,1,1,1,1,1,1,1
e01707,1,1,1,1,1,0,0
e01708,1,1,1,1,0,0,0
e01709,1,1,1,1,1,1,1
e01710,1,1,1,1,1,1,0
e01711,1,1,1,1,1,1,0
e01712,1,1,1,1,1,1,1
e01713,1,1,1,1,1,1,0
e01714,1,1,1,1,1,1,1
e01715,1,1,1,1,1,1,0
e01716,1,1,1,1,1,1,1
e01717,1,1,1,1,1,1,0
e01718,1,1,1,1,0,0,0
e01719,1,1,1,1,1,1,1
e01720,1,1,1,0,1,0,1
e01721,1,1,1,1,1,1,0
e01722,1,1,1,1,1,1,0
e01723,1,1,1,1,0,0,1
e01724,1,1,1,1,1,0,0
e01725,1,1,1,1,1,1,0
e01726,1,1,1,1,1,1,0
e01727,1,1,1,1,1,1,1
e01728,1,1,1,1,1,1,0
e01729,1,1,1,1,1,1,0
e01730,1,1,1,1,1,1,1
e01731,1,1,1,1,1,0,1
e01732,1,1,1,1,1,1,1
e01733,1,1,1,1,1,1,0
e01734,1,1,1,1,1,0,1
e01735,1,1,1,1,1,1,0
e01736,1,1,1,1,1,0,0
e01737,1,1,1,1,0,0,0
e01738,1,1,1,1,1,0,0
e01739,1,1,1,1,1,0,0
e01740,1,1,1,1,1,1,1
e01741,1,1,1,1,1,1,0
e01742,1,1,1,1,1,1,1
e01743,1,1,1,1,1,1,1
e01744,1,1,1,1,1,1,1
e01745,1,1,0,0,0,0,1
e01746,1,1,1,1,1,1,1
e01747,1,1,1,1,0,0,0
e01748,1,1,1,1,1,1,1
e01749,1,1,1,1,1,1,0
e01750,1,1,1,1,1,1,1
e01751,1,1,1,1,1,0,0
e01752,1,1,1,1,1,1,1
e01753,1,1,1,1,1,1,0
e01754,1,1,1,1,1,0,0
e01755,1,1,1,1,1,1,0
e01756,1,1,1,1,1,1,1
e01757,1,1,1,1,1,1,0
e01758,1,1,1,0,0,1,0
e01759,1,1,1,1,1,0,0
e01760,1,1,1,1,1,1,1
e01761,1,1,1,1,1,1,1
e01762,1,1,1,1,1,1,1
e01763,1,1,1,1,1,0,1
e01764,1,1,1,1,0,0,0
e01765,1,1,1,1,1,1,1
e01766,1,1,1,1,0,1,0
e01767,1,1,1,1,1,1,1
e01768,1,1,1,1,1,1,1
e01769,1,1,1,1,1,0,0
e01770,1,1,1,1,1,1,0
e01771,1,1,1,1,1,1,1
e01772,1,1,1,1,1,0,0
e01773,1,1,1,1,1,1,0
e01774,1,1,1,1,1,0,0
e01775,1,1,1,1,1,1,0
e01776,1,1,1,1,1,1,1
e01777,1,1,1,1,1,1,1
e01778,1,1,1,1,1,1,1
e01779,1,1,1,1,1,1,1
e01780,1,1,1,1,1,1,1
e01781,1,1,1,1,1,1,0
e01782,1,1,1,1,1,0,1
e01783,1,1,1,1,1,1,1
e01784,1,1,1,1,1,1,1
e01785,1,1,1,1,1,0,0
e01786,1,1,1,1,1,1,0
e01787,1,1,1,1,1,1,1
e01788,1,1,1,1,0,0,0
e01789,1,1,1,1,1,0,0
e01790,1,1,1,0,1,0,0
e01791,1,1,1,1,1,1,1
e01792,1,1,1,1,1,1,0
e01793,1,1,1,1,1,1,1
e01794,1,1,1,1,0,1,1
e01795,1,1,1,1,1,0,0
e01796,1,1,1,1,1,1,1
e01797,1,1,1,1,0,1,1
e01798,1,1,1,1,1,1,0
e01799,1,1,1,1,1,0,0
e01800,1,1,1,0,1,1,1
e01801,1,1,1,1,1,0,0
e01802,1,1,1,1,1,1,0
e01803,1,1,1,1,0,0,1
e01804,1,1,1,1,1,1,1
e01805,1,1,1,1,1,1,0
e01806,1,1,1,1,1,1,1
e01807,1,1,1,1,1,1,0
e01808,1,1,1,0,1,0,0
e01809,1,1,1,1,0,1,0
e01810,1,1,1,1,1,1,1
e01811,1,1,1,1,1,0,0
e01812,1,1,1,0,0,0,0
e01813,1,1,1,1,1,1,1
e01814,1,1,1,1,0,1,0
e01815,1,1,1,1,1,1,1
e01816,1,1,1,1,1,1,1
e01817,1,1,1,1,1,1,0
e01818,1,1,1,1,1,1,0
e01819,1,1,1,0,1,1,1
e01820,1,1,1,1,1,0,0
e01821,1,1,1,1,1,1,1
e01822,1,1,1,1,0,0,0
e01823,1,1,1,1,1,1,0
e01824,1,1,1,1,1,1,1
e01825,1,1,1,1,1,1,1
e01826,1,1,1,1,1,1,0
e01827,1,1,1,1,1,1,1
e01828,1,1,1,1,0,0,0
e01829,1,1,1,1,1,1,1
e01830,1,1,1,1,0,1,0
e01831,1,1,1,1,1,0,0
e01832,1,1,1,1,1,1,1
e01833,1,1,1,1,1,1,1
e01834,1,1,1,1,1,1,1
e01835,1,1,1,0,1,0,0
e01836,1,1,1,1,1,1,1
e01837,1,1,1,0,1,1,0
e01838,1,1,1,1,1,1,0
e01839,1,1,1,1,1,0,0
e01840,1,1,1,1,1,1,0
e01841,1,1,1,1,1,0,1
e01842,1,1,1,1,1,1,0
e01843,1,1,1,1,1,0,0
e01844,1,1,1,1,1,1,0
e01845,1,1,1,1,1,1,0
e01846,1,1,1,1,1,0,0
e01847,1,1,1,1,1,1,1
e01848,1,1,1,1,1,1,1
e01849,1,1,1,1,1,1,1
e01850,1,1,1,1,1,0,0
e01851,1,1,1,1,1,1,1
e01852,1,1,1,1,1,1,0
e01853,1,1,1,1,0,0,0
e01854,1,1,1,1,1,0,0
e01855,1,1,1,1,1,1,0
e01856,1,1,1,1,1,0,0
e01857,1,1,1,1,1,0,1
e01858,1,1,1,1,1,1,1
e01859,1,1,1,1,0,0,0
e01860,1,1,1,1,1,1,1
e01861,1,1,1,1,0,1,1
e01862,1,1,1,0,1,0,1
e01863,1,1,1,1,0,1,0
e01864,1,1,1,1,1,1,0
e01865,1,1,1,1,0,1,0
e01866,0,0,0,0,1,0,0
e01867,1,1,1,1,0,1,1
e01868,1,1,1,1,0,1,1
e01869,1,1,1,1,1,1,1
e01870,1,1,1,1,1,1,1
e01871,1,1,1,1,1,1,1
e01872,1,1,1,1,1,0,0
e01873,1,1,1,1,1,1,0
e01874,0,0,1,1,1,1,0
e01875,1,1,1,1,1,1,1
e01876,1,1,1,1,1,0,0
e01877,1,1,1,1,1,1,1
e01878,1,1,1,1,1,0,0
e01879,1,1,1,1,1,1,1
e01880,1,1,1,1,1,1,0
e01881,1,1,1,1,1,1,1
e01882,1,1,1,1,1,1,0
e01883,1,1,1,1,1,1,1
e01884,1,1,1,1,1,1,0
e01885,1,1,1,1,1,1,1
e01886,1,1,1,1,1,1,0
e01887,1,1,1,1,1,1,1
e01888,1,1,1,1,1,1,0
e01889,1,1,1,1,1,1,1
e01890,1,1,1,1,1,1,0
e01891,1,1,1,1,1,1,1
e01892,1,1,1,1,1,0,0
e01893,1,1,1,1,1,0,1
e01894,1,1,1,1,1,0,1
e01895,1,1,1,1,0,0,0
e01896,1,1,1,1,0,1,1
e01897,1,1,1,1,1,1,0
e01898,1,1,1,1,1,1,0
e01899,1,1,1,1,1,1,1
e01900,1,1,1,1,1,1,1
e01901,1,1,1,1,1,0,1
e01902,1,1,1,1,1,1,1
e01903,1,1,1,1,1,1,0
e01904,1,1,1,0,0,0,0
e01905,1,1,1,1,1,1,0
e01906,1,1,1,1,1,0,1
e01907,1,1,1,1,1,0,0
e01908,1,1,1,1,1,1,1
e01909,1,1,1,1,1,0,0
e01910,1,1,1,1,1,1,0
e01911,1,1,1,1,1,1,0
e01912,1,1,1,1,0,0,0
e01913,1,1,1,1,1,0,0
e01914,1,1,1,1,0,1,0
e01915,1,1,1,1,1,0,0
e01916,1,1,1,1,0,0,0
e01917,1,1,1,1,1,1,1
e01918,1,1,1,1,1,1,0
e01919,1,1,1,1,1,1,0
e01920,1,1,1,1,1,1,0
e01921,1,1,1,1,1,1,1
e01922,1,1,1,1,1,0,0
e01923,1,1,1,1,0,1,1
e01924,1,1,1,1,1,1,0
e01925,1,1,1,1,1,1,1
e01926,1,1,1,1,1,1,1
e01927,1,1,1,1,1,0,1
e01928,1,1,1,1,1,1,1
e01929,1,1,1,1,1,1,1
e01930,1,1,1,1,1,1,1
e01931,1,1,1,1,0,1,1
e01932,1,1,1,1,1,1,0
e01933,1,1,1,1,1,1,1
e01934,1,1,1,1,1,1,1
e01935,1,1,1,1,1,1,0
e01936,1,1,1,1,1,1,0
e01937,1,1,1,1,1,1,1
e01938,1,1,1,1,1,1,1
e01939,1,1,1,1,1,0,1
e01940,1,1,1,1,1,1,1
e01941,1,1,1,1,1,1,0
e01942,1,1,1,1,1,1,0
e01943,1,1,1,1,0,0,0
e01944,1,1,1,1,1,1,0
e01945,1,1,1,1,1,1,1
e01946,1,1,1,1,0,1,0
e01947,1,1,1,1,0,0,1
e01948,1,1,1,1,1,0,1
e01949,1,1,1,1,1,1,0
e01950,1,1,1,1,1,1,1
e01951,1,1,1,1,1,1,1
e01952,1,1,1,1,1,0,0
e01953,1,1,1,1,0,0,0
e01954,1,1,1,1,1,1,0
e01955,1,1,1,1,0,0,0
e01956,1,1,1,1,0,0,0
e01957,1,1,1,1,1,1,0
e01958,1,1,1,1,1,1,1
e01959,1,1,1,1,1,1,0
e01960,1,1,1,1,1,0,0
e01961,1,1,1,1,1,1,1
e01962,1,1,1,1,0,0,0
e01963,1,1,1,1,1,1,1
e01964,1,1,1,1,1,1,1
e01965,1,1,1,1,0,0,1
e01966,1,1,1,1,1,1,1
e01967,1,1,1,1,1,1,1
e01968,1,1,1,1,0,0,0
e01969,1,1,1,1,1,1,0
e01970,1,1,1,0,1,0,0
e01971,1,1,1,1,0,1,0
e01972,1,1,1,1,1,1,0
e01973,1,1,1,1,1,1,1
e01974,1,1,1,1,1,1,0
e01975,1,1,1,1,1,1,1
e01976,1,1,1,1,1,1,1
e01977,1,1,1,1,1,1,0
e01978,1,1,1,1,1,1,1
e01979,1,1,1,1,1,1,1
e01980,1,1,1,1,1,1,0
e01981,1,1,1,1,1,1,0
e01982,1,1,1,0,0,0,0
e01983,1,1,1,1,1,1,1
e01984,1,1,1,1,1,0,0
e01985,0,0,1,1,1,1,0
e01986,1,1,1,1,1,1,1
e01987,1,1,1,1,1,1,0
e01988,1,1,1,1,0,0,0
e01989,1,1,1,1,1,1,0
e01990,1,1,1,1,1,0,0
e01991,0,1,1,0,0,1,1
e01992,1,1,1,1,1,0,0
e01993,1,1,1,1,1,1,0
e01994,1,1,1,0,1,1,1
e01995,1,1,1,1,1,1,1
e01996,1,1,1,1,1,0,1
e01997,1,1,1,1,0,0,0
e01998,1,1,1,1,1,1,1
e01999,1,1,1,1,1,1,0
e02000,1,1,1,1,1,1,0
e02001,1,1,1,1,1,1,1
e02002,1,1,1,1,0,1,0
e02003,1,1,1,1,1,1,1
e02004,0,0,1,1,1,0,0
e02005,1,1,1,1,1,0,1
e02006,1,1,1,1,1,0,0
e02007,1,1,1,1,0,1,0
e02008,1,1,1,1,0,1,0
e02009,1,1,1,1,1,1,0
e02010,1,1,1,1,1,1,0
e02011,1,1,1,1,1,0,1
e02012,1,1,1,1,1,1,1
e02013,1,1,1,1,1,0,1
e02014,1,1,1,1,1,0,0
e02015,1,1,1,1,1,1,1
e02016,1,1,1,1,1,1,1
e02017,1,1,1,1,1,1,1
e02018,1,1,1,1,1,1,0
e02019,1,1,1,1,1,1,1
e02020,1,1,1,1,1,1,0
e02021,1,1,1,1,1,1,0
e02022,1,1,1,1,1,1,0
e02023,1,1,1,1,1,1,1
e02024,1,1,1,1,1,1,0
e02025,1,1,1,1,1,1,1
e02026,1,1,1,1,1,0,0
e02027,1,1,1,1,1,1,1
e02028,1,1,1,1,1,1,1
e02029,1,1,1,1,1,1,0
e02030,1,1,1,1,1,1,1
e02031,1,1,1,1,1,1,0
e02032,1,1,1,1,1,0,0
e02033,1,1,1,1,1,1,1
e02034,1,1,1,1,1,0,0
e02035,1,1,1,1,1,0,0
e02036,1,1,1,1,1,1,0
e02037,1,1,1,1,1,0,1
e02038,1,1,1,1,1,1,1
e02039,1,1,1,1,1,1,1
e02040,1,1,1,1,1,1,1
e02041,1,1,1,1,0,0,0
e02042,1,1,1,1,1,1,1
e02043,1,1,1,1,1,0,0
e02044,1,1,1,1,1,1,1
e02045,1,1,1,1,1,1,0
e02046,1,1,1,1,1,0,1
e02047,1,1,1,1,1,1,1
e02048,1,1,1,1,1,0,1
e02049,1,1,1,1,1,1,1
e02050,1,1,1,1,1,1,0
e02051,1,1,1,1,0,0,0
e02052,1,1,1,1,0,1,0
e02053,1,1,1,1,1,1,0
e02054,1,1,1,1,1,1,0
e02055,1,1,1,1,1,1,1
e02056,1,1,1,0,0,0,0
e02057,1,1,1,1,1,1,1
e02058,1,1,1,1,1,1,0
e02059,1,1,1,0,0,0,0
e02060,1,1,1,1,1,1,1
e02061,1,1,1,1,1,1,1
e02062,1,1,1,1,0,1,0
e02063,1,1,1,1,1,1,1
e02064,1,1,1,1,1,1,0
e02065,1,1,1,1,1,0,0
e02066,1,1,1,1,1,0,0
e02067,1,1,1,1,1,0,1
e02068,1,1,1,1,1,1,0
e02069,1,1,1,1,1,1,0
e02070,1,1,1,1,0,1,0
e02071,1,1,1,1,1,1,1
e02072,1,1,1,1,1,1,1
e02073,1,1,1,1,0,1,1
e02074,1,1,1,1,1,1,0
e02075,1,1,1,1,1,0,0
e02076,1,1,1,1,1,1,0
e02077,1,1,1,1,1,1,0
e02078,1,1,1,1,1,1,1
e02079,1,1,1,1,1,1,1
e02080,1,1,1,1,1,1,0
e02081,1,1,1,1,1,0,0
e02082,1,1,1,1,1,1,0
e02083,1,1,1,1,1,1,1
e02084,1,1,1,1,1,1,1
e02085,1,1,1,1,1,1,1
e02086,1,1,1,1,1,0,0
e02087,1,1,1,1,1,1,0
e02088,1,1,1,1,0,0,0
e02089,1,1,1,1,1,1,0
e02090,1,1,1,1,1,1,1
e02091,1,1,1,1,1,1,1
e02092,1,1,1,1,1,1,0
e02093,1,1,1,1,1,1,0
e02094,1,1,1,1,1,1,1
e02095,1,1,1,1,1,1,1
e02096,1,1,1,1,1,1,0
e02097,1,1,1,0,0,0,0
e02098,1,1,1,0,0,1,0
e02099,1,1,1,1,1,1,1
e02100,1,1,1,1,1,1,1
e02101,1,1,1,1,1,0,1
e02102,1,1,1,1,1,1,1
e02103,1,1,1,1,1,1,0
e02104,1,1,1,1,1,1,0
e02105,1,1,1,1,1,1,0
e02106,1,1,1,1,1,1,0
e02107,1,1,1,1,1,1,1
e02108,1,1,1,1,1,1,1
e02109,1,1,1,1,1,1,1
e02110,1,1,1,1,1,0,0
e02111,1,1,1,1,0,1,0
e02112,1,1,1,1,1,1,0
e02113,1,1,1,1,1,1,0
e02114,1,1,1,1,1,1,1
e02115,1,1,1,1,1,1,0
e02116,1,1,1,1,1,1,0
e02117,1,1,1,1,1,1,1
e02118,1,1,1,1,0,0,1
e02119,1,1,1,1,1,1,0
e02120,1,1,1,1,1,1,0
e02121,1,1,1,1,1,1,1
e02122,1,1,1,1,1,0,0
e02123,1,1,1,1,1,1,1
e02124,1,1,1,1,1,0,0
e02125,1,1,1,1,1,1,0
e02126,1,1,1,1,1,1,1
e02127,1,1,1,1,1,1,1
e02128,1,1,1,1,1,1,1
e02129,1,1,1,1,1,0,0
e02130,1,1,1,1,1,1,0
e02131,1,1,1,1,1,0,0
e02132,1,1,1,1,1,1,1
e02133,1,1,1,0,1,0,0
e02134,1,1,1,1,1,1,1
e02135,1,1,1,1,0,1,1
e02136,1,1,1,1,1,1,0
e02137,1,1,1,1,1,1,0
e02138,1,1,1,1,1,1,1
e02139,1,1,1,1,1,1,1
e02140,1,1,1,1,1,1,0
e02141,1,1,1,1,0,0,1
